,smiles,ki
263,O=C1O[C@@H](Cn2cc(Br)nn2)CN1c1ccc(C2=CCS(=O)(=O)CC2)c(F)c1,16000.0
264,CC(NC1CC1c1ccccc1)c1ccc2c(c1)OCCO2,16000.0
265,COc1ccc(C2CNCCS2)cc1,16200.0
266,O=C1Nc2cc(Oc3ccccc3)ccc2C1=O,16400.0
267,COc1c(OC)c(OC)c2c(C)nccc2c1OC.Cl,17000.0
268,Nc1cccc(-c2ccccc2)c1,18100.0
269,Cc1cc2cc(NC(=O)C3CCCCC3)ccc2[nH]1,18290.0
270,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(CCc3ccccc3)cc2)CC1,18900.0
271,CN(C(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1)c1ccc(C2CC2N)cc1,19000.0
272,Cc1cnc(C)n1CC(=O)c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1,19000.0
273,O=C1Nc2cc(OCc3ccccc3)ccc2C1=O,19100.0
274,COc1cc(C2=NN(C(=S)Nc3ccccc3)C(c3ccc(Cl)cc3)C2)ccc1O,19550.0
275,N[C@@H]1CCN(C2CCC(N[C@H]3C[C@@H]3c3ccccc3)CC2)C1,20000.0
276,CC(=O)NC1CCC(N[C@H]2C[C@@H]2c2ccc(-c3cccc(C(F)(F)F)c3)nc2)CC1,20000.0
277,NC(=O)C1CCC(N[C@H]2C[C@@H]2c2ccc(-c3cccc(C(F)(F)F)c3)nc2)CC1,20000.0
278,OC1CCC(N[C@H]2C[C@@H]2c2ccc(-c3cccc(C(F)(F)F)c3)nc2)CC1,20000.0
279,CS(=O)(=O)NC1CCC(N[C@H]2C[C@@H]2c2ccc(-c3cccc(C(F)(F)F)c3)nc2)CC1,20000.0
280,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCc3ccc(-c4ccccc4)cc3)cc2)CC1,21400.0
281,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCc3cccc(F)c3)cc2)CC1,22100.0
282,Cc1cn(C[C@H]2CN(c3ccc(-c4cc(C)no4)c(F)c3)C(=O)O2)nn1,22600.0
283,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCc3cccc(Cl)c3)cc2)CC1,23300.0
284,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCc3cccc(Br)c3)cc2)CC1,24000.0
285,Nc1ccc(Oc2ccccc2)cc1,24100.0
286,Cn1c(=O)c2c(nc(OCCCc3ccccc3)n2C)n(C)c1=O,24270.0
287,Cc1cn(C[C@H]2CN(c3ccc(C4=CCS(=O)(=O)CC4)c(F)c3)C(=O)O2)nn1,25000.0
288,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccccc3C(F)(F)F)cc2)CC1,25000.0
289,N[C@H]1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccccc2)C1,25500.0
290,COc1cc(F)ccc1-c1ccc([C@H]2C[C@@H]2NCC(=O)N2CCN(C)CC2)cc1,25900.0
291,CC1=CC(=O)c2ccccc2C1=O,26000.0
292,COc1cc(C2=NN(C(=O)c3ccccc3)C(c3ccc(Cl)cc3)C2)ccc1O,26200.0
293,Cn1c(=O)c2c(nc(Oc3ccccc3)n2C)n(C)c1=O,26320.0
294,Br.COc1cc2c(cc1OC)CN(C)CC2,27000.0
295,CN1CCc2ccccc2C1.Cl,27000.0
296,COc1cc2c(cc1OC)CN(C)CC2,27000.0
297,COc1ccc(-c2ccc([C@H]3C[C@@H]3NCC(=O)N3CCN(C)CC3)cc2)cc1,27500.0
298,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,27600.0
299,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3cccc(Cl)c3)cc2)CC1,27700.0
300,O=C(CC1CCNCC1)c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1,28000.0
301,COc1cccc(-c2ccc([C@H]3C[C@@H]3NCC(=O)N3CCN(C)CC3)cc2)c1,29800.0
302,NCCCCc1ccccc1,31000.0
303,Br.C[C@H]1NCCc2cc(O)c(O)cc21,31000.0
304,C[C@H]1NCCc2cc(O)c(O)cc21,31000.0
305,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccccc3)cc2)CC1,31400.0
306,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3cccc(C#N)c3)cc2)CC1,31400.0
307,CN(C)[C@@H]1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccccc2)C1,31800.0
308,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccccc3F)cc2)CC1,31900.0
309,COc1cc2c(cc1O)C(C)NCC2.Cl,34000.0
310,Cl.Nc1ccc(CCc2ccccc2)cc1,34500.0
311,CC1c2cc(O)c(O)cc2CCN1C,36000.0
312,C(=N/c1ccccc1)\c1ccccn1,37000.0
313,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3cccc(F)c3)cc2)CC1,37900.0
314,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccc(F)cc3F)cc2)CC1,38400.0
315,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCCc3ccccc3)cc2)CC1,39000.0
316,Cc1cc2cc(NC(=O)c3ccccc3)ccc2[nH]1,39450.0
317,CCCOc1ccc(C2CNC(=O)CS2)cc1,40000.0
318,NC1CCC(N[C@H]2C[C@@H]2c2ccc(-c3cccc(C(F)(F)F)c3)nc2)CC1,40000.0
319,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCc3ccc(C(F)(F)F)cc3)cc2)CC1,40000.0
320,NC1CCC(N[C@H]2C[C@@H]2c2ccccc2)CC1,40000.0
321,O=C(CN[C@H]1C[C@@H]1c1ccccc1)N[C@H]1CCNC1,40000.0
322,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccc(F)cc3)cc2)CC1,40000.0
323,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccc(C#N)cc3)cc2)CC1,40000.0
324,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccncc3)cc2)CC1,40000.0
325,NC1CCC(N[C@@H]2C[C@H]2c2ccccc2)CC1,40000.0
326,CN(C)CCNC(=O)CN[C@H]1CC1c1ccccc1,40000.0
327,CC(CN(C)C)NC(=O)CN[C@H]1C[C@@H]1c1ccccc1,40000.0
328,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCc3ccc(F)cc3)cc2)CC1,40000.0
329,COc1cc(C2=NN(S(=O)(=O)c3ccc(C)cc3)C(c3ccc(Cl)cc3)C2)ccc1O,40000.0
330,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccc(OC(F)(F)F)cc3)cc2)CC1,40000.0
331,O=C(CN[C@H]1C[C@@H]1c1ccccc1)NCC1CCNCC1,40000.0
332,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(OCc3ccc(Cl)cc3)cc2)CC1,40000.0
333,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3cccnc3)cc2)CC1,40000.0
334,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(C3CC3)cc2)CC1,40000.0
335,N[C@H]1CC[C@H](N[C@@H]2C[C@H]2c2ccccc2)CC1,40000.0
336,COc1cc2ccncc2c(OC)c1OC.Cl,41000.0
337,CN1CCN(CCCC(O)c2ccc(-c3ccc(N4C[C@H](Cn5ccnn5)OC4=O)cc3F)cn2)CC1,41000.0
338,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccc(S(C)(=O)=O)cc3)cc2)CC1,41700.0
339,CN(C)[C@H]1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccccc2)C1,42000.0
340,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccc(-c3ccc(Cl)cc3)cc2)CC1,42600.0
341,O=C(c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1)C1CCNCC1,44000.0
342,CCc1nccn1CC(=O)c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1,44000.0
343,O=C1O[C@@H](Cn2cc(CO)nn2)CN1c1ccc(C2=CCS(=O)(=O)CC2)c(F)c1,47000.0
344,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(-c2ccc(C(O)CO)nc2)c(F)c1,48000.0
345,NC1CC1c1ccc(NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)COc2ccccc2)cc1,49000.0
346,CCN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccccc2)CC1,50000.0
347,CC(C)NC(=O)CN[C@H]1CC1c1ccccc1,50000.0
348,N#Cc1ccc(-c2cc(OCC3CCNCC3)cnc2-c2ccc(C(F)(F)F)cc2)cc1,50000.0
349,O=C(CN[C@H]1C[C@@H]1c1ccccc1)Nc1ccc(F)cc1,50000.0
350,N#Cc1ccc(-c2cc(OCC3CCNCC3)cnc2-c2ccccc2)cc1,50000.0
351,O=C(CN[C@H]1C[C@@H]1c1ccccc1)NC1CC1,50000.0
352,CC(C)(C)NC(=O)CN[C@H]1CC1c1ccccc1,50000.0
353,Cc1ccc(-c2ncc(OCC3CCNCC3)cc2-c2ccc(C#N)cc2)cc1,50000.0
354,O=C(CN[C@H]1CC1c1ccccc1)N1CCOCC1,50000.0
355,CN1CCN(C(=O)CN[C@H]2C[C@@H]2c2ccccc2)CC1,50000.0
356,NC(=O)CN[C@H]1C[C@@H]1c1ccccc1,50000.0
357,C#CCNC(=O)CN[C@H]1C[C@@H]1c1ccccc1,50000.0
358,N#Cc1ccc(-c2cc(OCC3CCNCC3)cnc2-c2ccc(OC(F)(F)F)cc2)cc1,50000.0
359,Nc1ccc(OCc2ccccc2)cc1,50300.0
360,c1ccc(CNCCCCCCCCCCCCNCc2ccccc2)cc1,55000.0
361,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(-c2ccc(C(O)C3CNC3)nc2)c(F)c1,58000.0
362,NC(=O)[C@H]1CN(c2ccc(C3CCOCC3)c(F)c2)C(=O)O1,58000.0
363,Cn1c(=O)c2c(nc(OCCOCc3ccccc3)n2C)n(C)c1=O,58710.0
364,CCOc1ccc(C2CNC(=O)CS2)cc1,60000.0
365,NC(=O)[C@H]1CN(c2cc(F)c(N3CCOCC3)c(F)c2)C(=O)O1,63000.0
366,Cc1cc2cc(NC(=O)c3cccc(S(=O)(=O)O)c3)ccc2[nH]1,68270.0
367,COc1cc2c(cc1O)CCN(C)[C@H]2C.Cl,70000.0
368,CN(CC(=O)NC1CC1)[C@H]1C[C@@H]1c1ccccc1,74000.0
369,COc1cc2c(cc1O)CCN[C@@H]2C.Cl,77000.0
370,Cn1c(=O)c2c(nc(OCCOc3ccccc3)n2C)n(C)c1=O,77120.0
371,COc1ccc(C(=O)N2N=C(c3cc(Br)ccc3O)C[C@@H]2c2ccc(C)cc2)cc1,79220.0
372,COc1cc2c(cc1O)CCN=C2C.Cl,80000.0
373,COc1ccc(C2CC2N)cc1,87000.0
374,Cc1nccn1CC(=O)c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1,89000.0
375,Cl.Nc1cccc(CCc2ccccc2)c1,93500.0
376,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(-c2ccc(C(O)CN3CCOCC3)nc2)c(F)c1,94000.0
377,Cc1cc2c(nn1)-c1cc(OCCCC(F)(F)F)ccc1C2=O,100000.0
378,COc1ccc(C2CNC(=O)CS2)cc1,100000.0
379,c1ccc(C2CNCCS2)cc1,100000.0
380,CC(N[C@H]1C[C@@H]1c1ccccc1)C(=O)NC1CC1,100000.0
381,c1ccc(COc2ccc(C3CNCCS3)cc2)cc1,100000.0
382,O=C1CSC(c2ccc(OCc3ccccc3)cc2)CN1,100000.0
383,CC(N[C@H]1C[C@@H]1c1ccccc1)C(N)=O,100000.0
384,CN(CC(N)=O)[C@H]1C[C@@H]1c1ccccc1,100000.0
385,O=C1CSC(c2ccccc2)CN1,100000.0
386,O=C1O[C@@H](Cn2cc(C=C(Br)Br)nn2)CN1c1ccc(C2=CCS(=O)(=O)CC2)c(F)c1,100000.0
387,O=C1O[C@@H](Cn2cc(COP(=O)(Oc3ccccc3)Oc3ccccc3)nn2)CN1c1ccc(C2=CCS(=O)(=O)CC2)c(F)c1,100000.0
388,CC(C)c1cn(C[C@H]2CN(c3ccc(C4=CCS(=O)(=O)CC4)c(F)c3)C(=O)O2)nn1,102000.0
389,COc1cc2c(cc1OC)[C@H](C)N(C)CC2.Cl,102000.0
390,N[C@@H]1C[C@H]1c1ccccc1,102000.0
391,NC(=O)[C@H]1CN(c2ccc(C3CCS(=O)(=O)CC3)c(F)c2)C(=O)O1,105000.0
392,NC1CC1c1cc(F)cc(F)c1OCc1ccccc1,110000.0
393,C#CCN[C@H]1CCc2ccccc21,112000.0
394,c1ccc(CCN2CCCCC2)cc1,121400.0
395,Nc1cccc(OCc2ccccc2)c1,123000.0
396,COc1cc2c(C)nccc2cc1O,130000.0
397,Br.Cc1nccc2cc(O)c(O)cc12,130000.0
398,C[N+]1=Cc2ccccc2CC1.[I-],130000.0
399,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(-c2ccc(C(O)C3CCNCC3)nc2)c(F)c1,136000.0
400,NC(=O)[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,146000.0
401,COS(=O)(=O)O.COc1cc2c(C)nccc2cc1O,150000.0
402,COc1cc2c(c(OC)c1OC)C(C)N(C)CC2.O=C(O)/C=C/C(=O)O,160000.0
403,COc1cc2c(cc1O)CCN[C@H]2C.Cl,160000.0
404,NCCCNCCCCNCCCNCc1ccccc1,170000.0
405,COc1cc2c(c(OC)c1OC)C(C)NCC2.O=C(O)/C=C/C(=O)O,170000.0
406,Cc1cc2cc(NC(=O)/C=C/c3ccccc3)ccc2[nH]1,174630.0
407,CC(C)NCC(O)c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1,178000.0
408,CN(C)CC(O)c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1,178000.0
409,COc1cc2c(cc1OC)[C@H](C)NCC2.Cl,186000.0
410,COc1cc(C2=NN(C(=O)Oc3ccccc3)C(c3ccc(Cl)cc3)C2)ccc1O,192840.0
411,C[Si](C)(C)C#Cc1cn(C[C@H]2CN(c3ccc(C4=CCS(=O)(=O)CC4)c(F)c3)C(=O)O2)nn1,200000.0
412,CCc1cn(C[C@H]2CN(c3ccc(C4=CCS(=O)(=O)CC4)c(F)c3)C(=O)O2)nn1,200000.0
413,C#Cc1cn(C[C@H]2CN(c3ccc(C4=CCS(=O)(=O)CC4)c(F)c3)C(=O)O2)nn1,200000.0
414,O=C1O[C@@H](Cn2cc(/C=C/Br)nn2)CN1c1ccc(C2=CCS(=O)(=O)CC2)c(F)c1,200000.0
415,N#CCc1cn(C[C@H]2CN(c3ccc(C4=CCS(=O)(=O)CC4)c(F)c3)C(=O)O2)nn1,200000.0
416,COC(=O)C(C)N[C@H]1C[C@@H]1c1ccccc1,200000.0
417,c1ccc2c(c1)CCNC2,210000.0
418,NCCCNCCCCNCCCNCc1cccs1,226000.0
419,C#CCN[C@@H]1CCc2ccc(OC(=O)N(C)CC)cc21,227000.0
420,NC1CC1c1cccc(OCC[C@H](NC(=O)c2ccccc2)C(=O)NCc2ccccc2)c1,230000.0
421,COc1ccc(/C(=C\F)CN)cc1OC,231000.0
422,N[C@@H]1C[C@H]1c1ccc(OCC[C@H](NC(=O)c2ccccc2)C(=O)NCc2ccccc2)cc1,250000.0
423,COc1c2c(c(OC)c(OC)c1OC)CN(C)CC2.Cl,260000.0
424,Br.C[C@@H]1NCCc2cc(O)c(O)cc21,284000.0
425,NC(=O)[C@H]1CN(c2cc(F)c(C3CCS(=O)(=O)CC3)c(F)c2)C(=O)O1,293000.0
426,NC(=O)[C@H]1CN(c2cc(F)c(C3CC[S+]([O-])CC3)c(F)c2)C(=O)O1,355000.0
427,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,365000.0
428,CC1=CCN(CCc2ccccc2)CC1,407900.0
429,NC(=O)[C@H]1CN(c2ccc([C@H]3CC[S@+]([O-])CC3)c(F)c2)C(=O)O1,546000.0
430,COc1c2c(c(OC)c(OC)c1OC)CNCC2.Cl,700000.0
431,CN(CCCc1ccccc1)C(=O)c1cc2ccccc2[nH]1,920449.57
432,COc1c2c(c(OC)c(OC)c1OC)C(C)NCC2.Cl,1000000.0
433,CN(CCc1ccccc1)Cc1cc2ccccc2[nH]1,1000000.0
434,Br.CN1CCc2cc(O)c(O)cc2C1,1300000.0
435,C[C@H](C1CCCCC1)N(C)C(=O)c1ccc[nH]1,1698243.65
436,Cn1cccc1C(=O)[C@@H](c1ccccc1)N1CCCC1,3499451.67
437,CN(C(=O)c1cc2ccccc2[nH]1)c1ccccc1,3499451.67
438,CN(CCc1ccccc1)C(=O)c1cc2ccccc2[nH]1,3999447.5
439,O=C(NCCCc1ccccc1)c1cc2ccccc2[nH]1,5000345.35
440,C#CCN(C)Cc1ccc[nH]1,5395106.23
441,CN(Cc1ccccc1)C(=O)c1cc2ccccc2n1C,5997910.76
442,CN(Cc1cc2ccccc2n1C)c1ccccc1,5997910.76
443,CN(CCc1ccccc1)C(=O)c1cc2ccccc2n1C,6501296.9
444,CN(CCc1ccccc1)Cc1cc2ccccc2n1C,6998419.96
445,CN(CCc1ccccc1)C(=O)c1ccc[nH]1,6998419.96
446,NCCNC(=O)c1ccc(Cl)cn1,7900000.0
447,Cn1cccc1C(=O)[C@H](c1ccccc1)N1CCCC1,9506047.94
448,Cn1cccc1C(=O)[C@@H](c1ccccc1)N1CCCCC1,10000000.0
449,CN(Cc1cc2ccccc2[nH]1)c1ccccc1,10000000.0
450,Cn1c(CNc2ccccc2)cc2ccccc21,10000000.0
451,C[C@H](C1CCCCC1)N(C)Cc1cc2ccccc2[nH]1,10000000.0
452,C[C@@H](C1CCCCC1)N(C)C(=O)c1cc2ccccc2[nH]1,11994993.03
453,CN(C(=O)c1cc2ccccc2n1C)c1ccccc1,14996848.36
454,C[C@H](C1CCCCC1)N(C)Cc1ccc[nH]1,19998618.7
455,C[C@@H](C1CCCCC1)N(C)C(=O)c1ccc[nH]1,19998618.7
456,c1ccc(CCNCc2ccc[nH]2)cc1,19998618.7
457,O=C(NCc1ccccc1)c1cc2ccccc2[nH]1,29991625.19
458,CN(CCCc1ccccc1)C(=O)c1ccc[nH]1,39994474.98
459,CN(CCCc1ccccc1)C(=O)c1cc2ccccc2n1C,43954161.54
460,CN(CCc1ccccc1)Cc1ccc[nH]1,50003453.5
461,CN(CCCc1ccccc1)Cc1ccc[nH]1,50003453.5
462,C[C@@H](C1CCCCC1)N(C)C(=O)c1cc2ccccc2n1C,53951062.25
463,O=C(NCCCCc1ccccc1)c1ccc[nH]1,54954087.39
464,CN(Cc1ccccc1)Cc1cc2ccccc2[nH]1,59979107.63
465,C[C@@H](C1CCCCC1)N(C)Cc1cc2ccccc2[nH]1,59979107.63
466,C[C@@H](C1CCCCC1)N(C)Cc1cc2ccccc2n1C,65012969.03
467,CN(Cc1ccccc1)C(=O)c1cc2ccccc2[nH]1,69984199.6
468,CN(CCCc1ccccc1)Cc1cc2ccccc2[nH]1,72945751.03
469,C#CCN(C)C(=O)c1ccc[nH]1,74989420.93
470,Cn1cccc1C(=O)[C@H](SN1CCCC1)c1ccccc1,76032627.69
471,Cn1cccc1C(=O)[C@@H](SN1CCCC1)c1ccccc1,82035154.43
472,CN(CCCc1ccccc1)Cc1cc2ccccc2n1C,88920111.79
473,CN(CCCCc1ccccc1)C(=O)c1ccc[nH]1,89949758.15
474,c1ccc(NCc2cc3ccccc3[nH]2)cc1,100000000.0
475,Cn1c(C(=O)NCCCc2ccccc2)cc2ccccc21,100000000.0
476,CN(CCCCc1ccccc1)Cc1ccc[nH]1,100000000.0
477,c1ccc(CCCCNCc2cc3ccccc3[nH]2)cc1,100000000.0
478,Cn1cccc1C(=O)[C@H](c1ccccc1)N1CCCCC1,100000000.0
479,CN(CCCCc1ccccc1)C(=O)c1cc2ccccc2[nH]1,100000000.0
480,Cn1c(C(=O)Nc2ccccc2)cc2ccccc21,100000000.0
481,C[C@H](C1CCCCC1)N(C)Cc1cc2ccccc2n1C,102093948.37
482,O=C(Nc1ccccc1)c1cc2ccccc2[nH]1,130016957.8
483,CN(Cc1ccccc1)Cc1cc2ccccc2n1C,138995263.12
484,CN(Cc1ccccc1)Cc1cccn1C,149968483.55
485,O=C(NCCc1ccccc1)c1cc2ccccc2[nH]1,169824365.25
486,CN(Cc1ccccc1F)C(=O)c1cccn1C,179887091.51
487,Cn1cccc1C(=O)NCc1cccc(F)c1,199986186.96
488,C#CCNC(=O)c1ccc[nH]1,230144181.74
489,O=C(NCc1ccccc1)c1ccc[nH]1,250034536.17
490,C[C@@H](NC(=O)c1ccc[nH]1)C1CCCCC1,260015956.32
491,Cn1cccc1C(=O)NCc1ccccc1,260015956.32
492,CN(Cc1ccccc1)Cc1ccc[nH]1,285759054.34
493,C[C@H](NC(=O)c1ccc[nH]1)C1CCCCC1,330369541.04
494,O=C(NCc1cccc(F)c1)c1ccc[nH]1,339625272.59
495,c1ccc(CNCc2ccc[nH]2)cc1,349945167.03
496,CN(Cc1ccc(F)cc1)C(=O)c1cccn1C,359749335.16
497,O=C(NCc1ccccc1F)c1ccc[nH]1,399944749.76
498,O=C(Nc1ccccc1)c1ccc[nH]1,399944749.76
499,Cn1cccc1C(=O)NCc1ccc(F)cc1,399944749.76
500,O=C(NCCc1ccccc1)c1ccc[nH]1,419758983.99
501,C#CCN(C)Cc1cccn1C,439541615.44
502,O=C(NCCCCc1ccccc1)c1cc2ccccc2[nH]1,454988060.15
503,c1ccc(CNCc2cc3ccccc3[nH]2)cc1,476430986.81
504,O=C(NCC1CCCCC1)c1ccc[nH]1,500034534.98
505,CN(Cc1ccccc1)C(=O)c1cccn1C,539510622.52
506,Cn1cccc1C(=O)NCc1ccccc1F,590201080.17
507,CN(Cc1ccccc1)C(=O)c1ccc[nH]1,599791076.26
508,c1ccc(CCNCc2cc3ccccc3[nH]2)cc1,625172692.78
509,O=C(NCCCc1ccccc1)c1ccc[nH]1,699841996.0
510,C[C@H](C1CCCCC1)N(C)C(=O)c1cc2ccccc2n1C,699841996.0
511,O=C(NCc1ccc(F)cc1)c1ccc[nH]1,719448978.0
512,C[C@H](C1CCCCC1)N(C)C(=O)c1cc2ccccc2[nH]1,769130440.29
513,C#CCN(C)C(=O)c1cccn1C,829850767.51
514,CN(Cc1cccc(F)c1)C(=O)c1cccn1C,979489985.41
515,CN(CCCCc1ccccc1)C(=O)c1cc2ccccc2n1C,1000000000.0
